,price,type,room_num,floor,area_m2,floors_num,year_built,last_refurbishment,address
758,"CHF1,300,000.–",Apartment,3.5,,100 m2,,2014,,6605 Locarno-Monti
759,"CHF530,000.–",Apartment,4.5,2,120 m2,3,1980,2014,6616 Losone
760,"CHF675,000.–",Apartment,5.5,1,148 m2,3,,,6616 Losone
761,"CHF850,000.–",Apartment,2.5,,87 m2,,2017,,8426 Lufingen
762,"CHF495,000.–",Apartment,3.5,3,86 m2,,,,"Via Cortivallo, 6900 Lugano"
763,"CHF500,000.–",Apartment,4.5,2,110 m2,,,,6900 Lugano
764,"CHF563,000.–",Apartment,2.5,4,68 m2,6,2020,,"via giacomo mercoli 3, 6900 Lugano"
765,"CHF569,000.–",Apartment,3,4,68 m2,6,2020,,"Via Giacomo Mercoli 3, 6900 Lugano"
766,"CHF582,000.–",Apartment,3,5,68 m2,6,2020,,"Via Giacomo Mercoli 3, 6900 Lugano"
767,"CHF620,000.–",Apartment,4.5,1,126 m2,,,,"Via S. Gottardo, 6900 Lugano"
768,"CHF660,000.–",Apartment,3.5,2,,,,,6900 Lugano
769,"CHF690,000.–",Apartment,4.5,5,100 m2,,,2015,"Via al Ponte 5, 6900 Lugano"
770,"CHF695,000.–",Apartment,2.5,4,,6,2017,,"Via Orti 4, 6900 Lugano"
771,"CHF745,000.–",Apartment,3.5,3,,,,,6900 Lugano
772,"CHF775,000.–",Duplex,4.5,,80 m2,,,,6900 Lugano
773,"CHF780,000.–",Apartment,3.5,3,108 m2,3,,,6900 Lugano
774,"CHF820,000.–",Apartment,4.5,4,112 m2,,,,"via Berna 9, 6900 Lugano"
775,"CHF850,000.–",Apartment,3.5,4,,6,2017,,"via Orti 8, 6900 Lugano"
776,"CHF890,000.–",Apartment,4.5,2,120 m2,4,,,"Via A e O torrricelli 45, 6900 Lugano"
777,"CHF890,000.–",Apartment,4.5,2,128 m2,,1994,2014,6900 Lugano
778,"CHF910,000.–",Apartment,2.5,6,,6,2018,,"via Orti 4, 6900 Lugano"
779,"CHF920,000.–",Apartment,3.5,GF,115 m2,,1990,,6900 Lugano
780,"CHF920,000.–",Apartment,3.5,3,98 m2,,1970,,"viale Carlo Cattaneo, 6900 Lugano"
781,"CHF980,000.–",Apartment,4.5,1,139 m2,,2018,,6900 Lugano
782,"CHF980,000.–",Apartment,4.5,,153 m2,4,2019,,6900 Lugano
783,"CHF1,040,000.–",Apartment,3.5,2,125 m2,,,1980,"Via Domenico Fontana 6, 6900 Lugano"
784,"CHF1,050,000.–",Apartment,,,135 m2,,,,6900 Lugano
785,"CHF1,200,000.–",Apartment,4.5,3,130 m2,,1980,,"Strada Regina, 6900 Lugano"
786,"CHF1,200,000.–",Apartment,3.5,GF,92 m2,,2015,,"Via pedemonte, 6900 Lugano"
787,"CHF1,218,000.–",Apartment,3.5,4,101 m2,,,,6900 Lugano
788,"CHF1,290,000.–",Apartment,4.5,2,164 m2,7,2014,,"Breganzona, 6900 Lugano"
789,"CHF1,435,000.–",Apartment,4.5,2,126 m2,,2007,,6900 Lugano
790,"CHF1,530,000.–",Apartment,4.5,1,135 m2,,1990,,6900 Lugano
791,"CHF1,560,000.–",Apartment,6.5,,208 m2,,1970,,6900 Lugano
792,"CHF1,590,000.–",Apartment,3.5,1,100 m2,,2000,,6900 Lugano
793,"CHF1,700,000.–",Duplex,6.5,2,244 m2,3,1992,,6900 Lugano
794,"CHF1,710,000.–",Apartment,3.5,2,150 m2,,2001,,6900 Lugano
795,"CHF1,800,000.–",Apartment,4.5,8,176 m2,9,1975,,6900 Lugano
796,"CHF2,150,000.–",Attic flat,5.5,3,163 m2,,,,6900 Lugano
797,"CHF2,300,000.–",Duplex,4.5,,160 m2,,2005,,6900 Lugano
798,"CHF2,318,250.–",Apartment,4.5,6,210 m2,,,,6900 Lugano
799,"CHF2,380,000.–",Attic flat,5.5,5,190 m2,,,,6900 Lugano
800,"CHF3,224,000.–",Apartment,4.5,4,248 m2,5,,,6900 Lugano
801,"CHF3,300,000.–",Apartment,5.5,,161 m2,,2012,,6900 Lugano
802,"CHF2,300,000.–",Duplex,4.5,,160 m2,,2005,,6900 Lugano
803,"CHF2,318,250.–",Apartment,4.5,6,210 m2,,,,6900 Lugano
804,"CHF2,380,000.–",Attic flat,5.5,5,190 m2,,,,6900 Lugano
805,"CHF3,224,000.–",Apartment,4.5,4,248 m2,5,,,6900 Lugano
806,"CHF3,300,000.–",Apartment,5.5,,161 m2,,2012,,6900 Lugano
807,"CHF3,600,000.–",Apartment,6,5,400 m2,1,2022,,6900 Lugano
808,"CHF3,840,000.–",Attic flat,4.5,5,241 m2,5,,,6900 Lugano
809,"CHF4,500,000.–",Attic flat,5.5,,318 m2,,,,6900 Lugano
810,"CHF7,494,000.–",Apartment,8,5,359 m2,2,,,6900 Lugano
811,"CHF8,900,000.–",Apartment,3.5,1,216 m2,,,,"Piazza Berbardino Luini, 6900 Lugano"
812,"CHF1,500,000.–",Apartment,3.5,GF,136 m2,7,2015,,"Lugano Centro - Posizione approssimativa, 6901 Lugano"
813,"CHF415,000.–",Apartment,3.5,7,80 m2,,1978,,"via dei Faggi, 6912 Lugano"
814,"CHF770,000.–",Apartment,4.5,5,150 m2,1,2001,,6913 Lugano
815,"CHF1,150,000.–",Apartment,3.5,1,115 m2,3,2020,,"Breganzona, 6932 Lugano"
816,"CHF1,270,000.–",Apartment,4.5,1,125 m2,3,2020,,"Breganzona, 6932 Lugano"
817,"CHF510,000.–",Apartment,2.5,2,50 m2,,2015,,"Via alla Roggia, 6962 Lugano"
818,"CHF900,000.–",Apartment,3.5,4,100 m2,,2009,,6962 Lugano
819,"CHF950,000.–",Apartment,3,GF,157 m2,,2008,,6962 Lugano
820,"CHF1,495,000.–",Apartment,5,5,198 m2,6,2002,,6962 Lugano
821,"CHF1,550,000.–",Apartment,4.5,,130 m2,,2012,,6962 Lugano
822,"CHF590,000.–",Apartment,2.5,4,60 m2,,2016,,"Via Boschina 4, 6963 Lugano"
823,"CHF590,000.–",Apartment,2.5,4,60 m2,,2016,,"Via Boschina 4, 6963 Lugano"
824,"CHF2,050,000.–",Attic flat,4.5,,174 m2,,2010,,6963 Lugano
825,"CHF995,000.–",Apartment,3.5,1,215 m2,,2022,,6964 Lugano
826,"CHF1,245,000.–",Apartment,4.5,3,263 m2,,2022,,6964 Lugano
827,"CHF685,000.–",Apartment,2.5,GF,70 m2,,2006,,"Via Fesciano 8, 6965 Lugano"
828,"CHF1,230,000.–",Apartment,5.5,,125 m2,,2021,,6965 Lugano
829,"CHF1,280,000.–",Duplex,5.5,,116 m2,,2021,,6965 Lugano
830,"CHF1,300,000.–",Apartment,5,3,105 m2,,1966,,1095 Lutry
831,"CHF750,000.–",Apartment,3.5,,70 m2,,,,6928 Manno
832,"CHF640,000.–",Apartment,3.5,1,,,,,6817 Maroggia
833,"CHF366,000.–",Apartment,2.5,,61 m2,1,2022,,1920 Martigny
834,"CHF370,000.–",Apartment,2.5,3,62 m2,1,2022,,1920 Martigny
835,"CHF320,000.–",Apartment,1.5,2,44 m2,,1971,1995,6900 Massagno
836,"CHF410,000.–",Apartment,2.5,2,45 m2,,,,6900 Massagno
837,"CHF790,000.–",Apartment,2.5,,68 m2,5,2015,,"Massagno (Posizione Approssimata), 6900 Massagno"
838,"CHF885,000.–",Apartment,3.5,,120 m2,,1974,,6900 Massagno
839,"CHF1,450,000.–",Attic flat,4.5,2,200 m2,3,2015,,6900 Massagno
840,"CHF3,000,000.–",Apartment,5.5,2,200 m2,,2008,2016,"Via Sassa 8, 6900 Massagno"
841,"CHF265,000.–",Apartment,2.5,,45 m2,,1980,,1869 Massongex
842,"CHF430,000.–",Apartment,4.5,1,,3,1994,,"In der Breiten 7, 2554 Meinisberg"
843,"CHF510,000.–",Apartment,2.5,1,64 m2,,2022,,"Via Scairone, 6818 Melano"
844,"CHF410,000.–",Apartment,2.5,2,45 m2,,,,6900 Massagno
845,"CHF790,000.–",Apartment,2.5,,68 m2,5,2015,,"Massagno (Posizione Approssimata), 6900 Massagno"
846,"CHF885,000.–",Apartment,3.5,,120 m2,,1974,,6900 Massagno
847,"CHF1,450,000.–",Attic flat,4.5,2,200 m2,3,2015,,6900 Massagno
848,"CHF3,000,000.–",Apartment,5.5,2,200 m2,,2008,2016,"Via Sassa 8, 6900 Massagno"
849,"CHF265,000.–",Apartment,2.5,,45 m2,,1980,,1869 Massongex
850,"CHF430,000.–",Apartment,4.5,1,,3,1994,,"In der Breiten 7, 2554 Meinisberg"
851,"CHF510,000.–",Apartment,2.5,1,64 m2,,2022,,"Via Scairone, 6818 Melano"
852,"CHF990,000.–",Attic flat,4.5,2,130 m2,,2022,,6818 Melano
853,"CHF1,050,000.–",Apartment,4.5,GF,,,2022,,6818 Melano
854,"CHF1,600,000.–",Attic flat,5.5,,187 m2,,2012,,6818 Melano
855,"CHF1,600,000.–",Attic flat,5.5,,187 m2,,2012,,6818 Melano
856,"CHF1,030,000.–",Apartment,2,,83 m2,,2016,,6815 Melide
857,"CHF1,130,000.–",Apartment,3.5,,104 m2,,2017,,"Lungolago Motta, 6815 Melide"
858,"CHF1,365,000.–",Apartment,4.5,3,126 m2,,,,6815 Melide
859,"CHF1,415,000.–",Apartment,3.5,3,90 m2,,2016,,6815 Melide
860,"CHF2,950,000.–",Attic flat,7.5,,,,,,6815 Melide
861,"CHF210,000.–",Apartment,1.5,GF,42 m2,,2022,,6850 Mendrisio
862,"CHF550,000.–",Apartment,2.5,1,,,,,6850 Mendrisio
863,"CHF680,000.–",Apartment,3.5,3,124 m2,,,,"Via Carlo Pasta, 6850 Mendrisio"
864,"CHF715,000.–",Apartment,3.5,,93 m2,,2020,,6850 Mendrisio
865,"CHF790,000.–",Apartment,4.5,2,200 m2,,,,6850 Mendrisio
866,"CHF830,000.–",Duplex,5,,200 m2,,,,6850 Mendrisio
867,"CHF830,000.–",Apartment,5,,200 m2,,,,6850 Mendrisio
868,"CHF1,090,000.–",Apartment,4.5,3,143 m2,4,2019,,"Via Praella, 6850 Mendrisio"
869,"CHF1,160,000.–",Apartment,5.5,,178 m2,,2020,,6850 Mendrisio
870,"CHF1,160,000.–",Apartment,4.5,3,152 m2,4,2019,,"Via Praella, 6850 Mendrisio"
871,"CHF630,000.–",Apartment,2.5,4,66 m2,,2017,,6648 Minusio
872,"CHF640,000.–",Apartment,3.5,2,102 m2,4,1970,,6648 Minusio
873,"CHF760,000.–",Apartment,4.5,1,105 m2,,2006,,"Via San Gottardo 159, 6648 Minusio"
874,"CHF890,000.–",Apartment,3.5,2,85 m2,,2005,,6648 Minusio
875,"CHF1,215,000.–",Apartment,4.5,2,144 m2,,2017,,"Via San Quirico 4, 6648 Minusio"
876,"CHF1,590,000.–",Terrace flat,3.5,5,140 m2,,1975,,"Via Mondacce 141, 6648 Minusio"
877,"CHF2,300,000.–",Apartment,4.5,2,142 m2,,2014,,6648 Minusio
878,"CHF2,440,000.–",Apartment,4.5,4,257 m2,,2019,,6648 Minusio
879,"CHF2,550,000.–",Apartment,4.5,5,243 m2,,2019,,6648 Minusio
880,"CHF2,565,000.–",Attic flat,3.5,6,150 m2,6,2020,,"Via Verbano 9, 6648 Minusio"
881,"CHF2,630,000.–",Apartment,4.5,6,230 m2,,2019,,6648 Minusio
882,"CHF661,000.–",Apartment,5.5,GF,124 m2,2,,,"Route de Montana, 3974 Mollens"
883,"CHF706,000.–",Apartment,4.5,2,102 m2,,,,"Route de Montana, 3974 Mollens"
884,"CHF461,900.–",Apartment,2.5,,60 m2,,2005,2012,1146 Mollens VD
885,"CHF380,000.–",Apartment,2.5,3,60 m2,,1980,,3974 Mollens VS
886,"CHF240,000.–",Apartment,2.5,1,45 m2,,,,"Place de l'Aigle 4, 1663 Moléson"
887,"CHF3,480,000.–",Duplex,7.5,2,300 m2,2,2010,2021,1185 Mont-sur-Rolle
888,"CHF1,680,000.–",Apartment,4.5,1,137 m2,,2012,,6926 Montagnola
889,"CHF1,830,000.–",Apartment,6.5,GF,195 m2,,2011,,6926 Montagnola
890,"CHF706,000.–",Apartment,4.5,2,102 m2,,,,"Route de Montana, 3974 Mollens"
891,"CHF461,900.–",Apartment,2.5,,60 m2,,2005,2012,1146 Mollens VD
892,"CHF380,000.–",Apartment,2.5,3,60 m2,,1980,,3974 Mollens VS
893,"CHF240,000.–",Apartment,2.5,1,45 m2,,,,"Place de l'Aigle 4, 1663 Moléson"
894,"CHF3,480,000.–",Duplex,7.5,2,300 m2,2,2010,2021,1185 Mont-sur-Rolle
895,"CHF1,680,000.–",Apartment,4.5,1,137 m2,,2012,,6926 Montagnola
896,"CHF1,830,000.–",Apartment,6.5,GF,195 m2,,2011,,6926 Montagnola
897,"CHF2,780,000.–",Apartment,4.5,3,265 m2,,2004,,6926 Montagnola
898,"CHF4,560,000.–",Apartment,7.5,GF,269 m2,2,2007,,6926 Montagnola
899,"CHF4,590,000.–",Apartment,5.5,2,253 m2,,2021,,6926 Montagnola
900,"CHF370,000.–",Apartment,2.5,GF,71 m2,,,,"Route du Pont Rouge, 1870 Monthey"
901,"CHF595,000.–",Apartment,4.5,1,125 m2,,,,"Route du Pont Rouge, 1870 Monthey"
902,"CHF890,000.–",Attic flat,5.5,3,171 m2,,,,"Route du Pont Rouge, 1870 Monthey"
903,"CHF680,000.–",Apartment,3.5,1,82 m2,,1986,2000,1820 Montreux
904,"CHF860,000.–",Apartment,3.5,3,80 m2,1,2014,,1820 Montreux
905,"CHF1,600,000.–",Apartment,3.5,GF,104 m2,1,2008,,1820 Montreux
906,"CHF1,650,000.–",Apartment,2.5,1,85 m2,,2019,,1820 Montreux
907,"CHF2,250,000.–",Apartment,3.5,2,140 m2,,2014,,1820 Montreux
908,"CHF2,590,000.–",Apartment,5.5,999,180 m2,,2003,,1820 Montreux
909,"CHF3,900,000.–",Apartment,6.5,999,219 m2,,2009,,1820 Montreux
910,"CHF340,000.–",Apartment,3.5,4,66 m2,,,,6834 Morbio Inferiore
911,"CHF430,000.–",Apartment,4.5,1,,,,,6834 Morbio Inferiore
912,"CHF1,250,000.–",Apartment,3.5,2,113 m2,4,,,6922 Morcote
913,"CHF1,350,000.–",Apartment,4.5,,133 m2,,1995,,6922 Morcote
914,"CHF525,000.–",Apartment,3.5,GF,92 m2,,2022,,1875 Morgins
915,"CHF580,000.–",Apartment,4.5,1,104 m2,,2022,,1875 Morgins
916,"CHF620,000.–",Apartment,4.5,GF,104 m2,,2020,,1875 Morgins
917,"CHF450,000.–",Apartment,2.5,,,,,,"Via Francesca, 6600 Muralto"
918,"CHF1,690,000.–",Apartment,4.5,2,140 m2,,2015,,6933 Muzzano
919,"CHF2,320,000.–",Apartment,4.5,1,192 m2,,2015,,6933 Muzzano
920,"CHF4,400,000.–",Apartment,5.5,4,285 m2,,2015,,6933 Muzzano
921,"CHF680,000.–",Apartment,5.5,2,141 m2,3,1988,,"Alte Bernstrasse 2, 5036 Oberentfelden"
922,"CHF750,000.–",Roof flat,2.5,,75 m2,,1996,,"Kirchgasse 6, 4104 Oberwil BL"
923,"CHF850,000.–",Apartment,3.5,,91 m2,,1982,,6644 Orselina
924,"CHF1,280,000.–",Apartment,3.5,,120 m2,,2010,,6644 Orselina
925,"CHF495,000.–",Apartment,4.5,1,110 m2,,1967,2019,1937 Orsières
926,"CHF340,000.–",Apartment,3.5,4,66 m2,,,,6834 Morbio Inferiore
927,"CHF430,000.–",Apartment,4.5,1,,,,,6834 Morbio Inferiore
928,"CHF1,250,000.–",Apartment,3.5,2,113 m2,4,,,6922 Morcote
929,"CHF1,350,000.–",Apartment,4.5,,133 m2,,1995,,6922 Morcote
930,"CHF525,000.–",Apartment,3.5,GF,92 m2,,2022,,1875 Morgins
931,"CHF580,000.–",Apartment,4.5,1,104 m2,,2022,,1875 Morgins
932,"CHF620,000.–",Apartment,4.5,GF,104 m2,,2020,,1875 Morgins
933,"CHF450,000.–",Apartment,2.5,,,,,,"Via Francesca, 6600 Muralto"
934,"CHF1,690,000.–",Apartment,4.5,2,140 m2,,2015,,6933 Muzzano
935,"CHF2,320,000.–",Apartment,4.5,1,192 m2,,2015,,6933 Muzzano
936,"CHF4,400,000.–",Apartment,5.5,4,285 m2,,2015,,6933 Muzzano
937,"CHF680,000.–",Apartment,5.5,2,141 m2,3,1988,,"Alte Bernstrasse 2, 5036 Oberentfelden"
938,"CHF750,000.–",Roof flat,2.5,,75 m2,,1996,,"Kirchgasse 6, 4104 Oberwil BL"
939,"CHF850,000.–",Apartment,3.5,,91 m2,,1982,,6644 Orselina
940,"CHF1,280,000.–",Apartment,3.5,,120 m2,,2010,,6644 Orselina
941,"CHF495,000.–",Apartment,4.5,1,110 m2,,1967,2019,1937 Orsières
942,"CHF599,000.–",Duplex,6.5,3,190 m2,5,1974,2016,1937 Orsières
943,"CHF149,000.–",Studio,1.5,1,28 m2,,1975,2021,1911 Ovronnaz
944,"CHF265,000.–",Apartment,2.5,3,57 m2,1,1983,2021,1911 Ovronnaz
945,"CHF626,000.–",Apartment,3.5,GF,92 m2,,2022,,1911 Ovronnaz
946,"CHF759,000.–",Apartment,3.5,,91 m2,,2022,,1911 Ovronnaz
947,"CHF325,000.–",Apartment,1,2,36 m2,,,,6900 Paradiso
948,"CHF450,000.–",Apartment,2.5,8,64 m2,,,,"Via Zorzi, 6900 Paradiso"
949,"CHF1,395,000.–",Apartment,3.5,,127 m2,,2021,,6900 Paradiso
950,"CHF1,480,000.–",Apartment,4.5,3,182 m2,,2015,,6900 Paradiso
951,"CHF1,490,000.–",Apartment,3.5,2,100 m2,,,,6900 Paradiso
952,"CHF2,000,000.–",Apartment,3.5,1,135 m2,,2014,,6900 Paradiso
953,"CHF2,050,000.–",Apartment,4.5,8,180 m2,,2021,,"Via San Salvatore, 6900 Paradiso"
954,"CHF2,620,000.–",Attic flat,4.5,6,201 m2,,2022,,6900 Paradiso
955,"CHF2,630,000.–",Apartment,4.5,7,182 m2,,2008,,6900 Paradiso
956,"CHF2,640,000.–",Apartment,5.5,4,260 m2,,,,"Via Zorzi, 6900 Paradiso"
957,"CHF3,505,000.–",Attic flat,5.5,6,269 m2,,2021,,6900 Paradiso
958,"CHF3,840,000.–",Attic flat,4.5,5,241 m2,5,,,6900 Paradiso
959,"CHF3,960,000.–",Attic flat,4.5,5,241 m2,5,,,6900 Paradiso
960,"CHF7,269,000.–",Attic flat,6.5,,269 m2,,,,6900 Paradiso
961,"CHF940,000.–",Apartment,4,2,80 m2,,,,"A Perly, 1258 Perly"
962,"CHF1,595,000.–",Apartment,5,1,126 m2,,2009,,1213 Petit-Lancy
963,"CHF1,690,000.–",Apartment,5,7,133 m2,8,1970,,1213 Petit-Lancy
964,"CHF365,000.–",Apartment,3.5,3,79 m2,,1971,,"Eichbühlstrasse 15, 5735 Pfeffikon (bei Rickenbach)"
965,"CHF1,595,000.–",Apartment,5,,129 m2,,1990,2022,1228 Plan-les-Ouates
966,"CHF805,000.–",Apartment,3.5,GF,95 m2,2,2021,,6946 Ponte Capriasca
967,"CHF1,000,000.–",Apartment,3.5,,93 m2,,,,"Via ai Castagni, 6946 Ponte Capriasca"
968,"CHF590,000.–",Attic flat,3.5,,99 m2,3,2017,,6988 Ponte Tresa
969,"CHF365,000.–",Apartment,3.5,3,79 m2,,1971,,"Eichbühlstrasse 15, 5735 Pfeffikon (bei Rickenbach)"
970,"CHF1,595,000.–",Apartment,5,,129 m2,,1990,2022,1228 Plan-les-Ouates
971,"CHF805,000.–",Apartment,3.5,GF,95 m2,2,2021,,6946 Ponte Capriasca
972,"CHF1,000,000.–",Apartment,3.5,,93 m2,,,,"Via ai Castagni, 6946 Ponte Capriasca"
973,"CHF590,000.–",Attic flat,3.5,,99 m2,3,2017,,6988 Ponte Tresa
974,"EUR650,000.–",Apartment,3.5,GF,120 m2,,1900,2003,6988 Ponte Tresa
975,"CHF710,000.–",Apartment,4.5,,167 m2,3,2017,,6988 Ponte Tresa
976,"CHF320,000.–",Apartment,3.5,2,70 m2,,,2022,"Rue Saint-Michel 1, 2900 Porrentruy"
977,"CHF580,000.–",Apartment,4.5,1,105 m2,,,,"rue auguste cuenin 10, 2900 Porrentruy"
978,"CHF580,000.–",Apartment,4.5,GF,109 m2,,,,"rue auguste cuenin 10, 2900 Porrentruy"
979,"CHF2,900,000.–",Apartment,4.5,4,215 m2,2,2013,,6948 Porza
980,"CHF610,000.–",Apartment,3.5,GF,89 m2,,2023,,"Furnerstrasse, 7231 Pragg-Jenaz"
981,"CHF630,000.–",Apartment,3.5,1,,,2023,,"Furnerstrasse, 7231 Pragg-Jenaz"
982,"CHF815,000.–",Apartment,4.5,1,113 m2,,2022,,"Furnerstrasse, 7231 Pragg-Jenaz"
983,"CHF830,000.–",Apartment,4.5,GF,113 m2,,2023,,"Furnerstrasse, 7231 Pragg-Jenaz"
984,"CHF577,000.–",Apartment,2.5,GF,,3,2019,,"strada di pregassona 56, 6963 Pregassona"
985,"CHF698,000.–",Apartment,3,2,82 m2,4,2017,,6963 Pregassona
986,"CHF950,000.–",Apartment,3.5,GF,,4,2014,,"via Roncobello 5, 6963 Pregassona"
987,"CHF1,390,000.–",Attic flat,4.5,,142 m2,4,2018,,6963 Pregassona
988,"CHF1,590,000.–",Apartment,5.5,GF,220 m2,3,1978,,6963 Pregassona
989,"CHF1,700,000.–",Apartment,4.5,2,202 m2,,,,6963 Pregassona
990,"CHF1,680,000.–",Apartment,4.5,4,105 m2,,2021,,"Chemin du Signal 143, 1070 Puidoux"
991,"CHF1,690,000.–",Apartment,4.5,1,105 m2,,2021,,"Chemin du Signal 143, 1070 Puidoux"
992,"CHF1,590,000.–",Apartment,5.5,GF,220 m2,3,1978,,6963 Pregassona
993,"CHF1,700,000.–",Apartment,4.5,2,202 m2,,,,6963 Pregassona
994,"CHF1,680,000.–",Apartment,4.5,4,105 m2,,2021,,"Chemin du Signal 143, 1070 Puidoux"
995,"CHF1,690,000.–",Apartment,4.5,1,105 m2,,2021,,"Chemin du Signal 143, 1070 Puidoux"
996,"CHF815,000.–",Apartment,3,GF,68 m2,1,,,1241 Puplinge
997,"CHF990,000.–",Apartment,3,GF,78 m2,1,,,1241 Puplinge
998,"CHF1,290,000.–",Apartment,5,1,118 m2,1,,,1241 Puplinge
999,"CHF1,430,000.–",Duplex,5,2,145 m2,2,,,1241 Puplinge
1000,"CHF195,000.–",Apartment,4.5,1,120 m2,,,,6775 Quinto
1001,"CHF760,000.–",Apartment,4.5,,147 m2,,,,6862 Rancate
1002,"CHF335,000.–",Apartment,2.5,,52 m2,3,,2022,6577 Ranzo
1003,"CHF360,000.–",Apartment,3.5,1,83 m2,,1974,,4565 Recherswil
1004,"CHF330,000.–",Apartment,4.5,2,78 m2,,1960,2012,9424 Rheineck
1005,"CHF330,000.–",Apartment,3.5,2,61 m2,,1960,2020,9424 Rheineck
1006,"CHF316,350.–",Apartment,2.5,2,64 m2,,2022,,1908 Riddes
1007,"CHF333,569.–",Apartment,2.5,2,67 m2,,2022,,1908 Riddes
1008,"CHF349,031.–",Apartment,2.5,,62 m2,,2022,,1908 Riddes
1009,"CHF425,000.–",Apartment,2.5,,69 m2,,2022,,1908 Riddes
1010,"CHF681,673.–",Apartment,4.5,2,127 m2,,2022,,1908 Riddes
1011,"CHF822,000.–",Attic flat,4.5,3,139 m2,,2021,,1908 Riddes
1012,"CHF1,490,000.–",Apartment,5.5,1,,4,,,4125 Riehen
1013,"CHF406,400.–",Apartment,2,2,63 m2,2,2022,,6825 Riva San Vitale
1014,"CHF580,400.–",Apartment,3,,86 m2,,2022,,6825 Riva San Vitale
1015,"CHF580,400.–",Apartment,3,2,86 m2,,2022,,6825 Riva San Vitale
1016,"CHF672,000.–",Apartment,3.5,,106 m2,,2022,,6825 Riva San Vitale
1017,"CHF597,600.–",Duplex,2.5,GF,83 m2,,2016,,6826 Riva San Vitale
1018,"CHF731,100.–",Apartment,3.5,2,112 m2,,2016,,6826 Riva San Vitale
1019,"CHF746,000.–",Apartment,3.5,2,117 m2,,2016,,6826 Riva San Vitale
1020,"CHF1,370,000.–",Apartment,3.5,,124 m2,,2019,,"piazza grande, 6826 Riva San Vitale"
1021,"CHF520,000.–",Attic flat,3.5,,76 m2,1,2010,,1852 Roche
1022,"CHF545,000.–",Duplex,4.5,,95 m2,,1995,,"Metzerlenstrasse 8A, 4118 Rodersdorf"
1023,"CHF430,000.–",Apartment,3.5,3,64 m2,,1968,,"Seehaldenstrasse 6, 9404 Rorschacherberg"
1024,"CHF660,000.–",Apartment,3.5,GF,116 m2,,,,"Via Mesolcina, 6535 Roveredo GR"
1025,"CHF775,000.–",Duplex,4.5,,80 m2,,,,6977 Ruvigliana
1026,"CHF1,780,000.–",Apartment,4.5,GF,190 m2,,,,6977 Ruvigliana
1027,"CHF2,650,000.–",Apartment,5.5,,320 m2,,2007,,6977 Ruvigliana
1028,"CHF3,300,000.–",Apartment,5.5,1,160 m2,,2011,,6977 Ruvigliana
1029,"CHF3,600,000.–",Apartment,4.5,3,200 m2,,2008,,6977 Ruvigliana
1030,"CHF4,500,000.–",Apartment,4.5,,217 m2,,,,6977 Ruvigliana
1031,"CHF378,000.–",Apartment,2.5,1,64 m2,,,,"Via del Tiglio, 6592 S. Antonino"
1032,"CHF620,000.–",Apartment,4.5,GF,150 m2,,,,6854 S. Pietro
1033,"CHF1,390,000.–",Duplex,5.5,,198 m2,3,,,6839 Sagno
1034,"CHF495,000.–",Apartment,3.5,3,,,1980,2016,"via Canva 3, 6942 Savosa"
1035,"CHF1,368,000.–",Attic flat,4.5,,,,,,"via Tesserete 69, 6942 Savosa"
1036,"CHF620,000.–",Apartment,4.5,GF,150 m2,,,,6854 S. Pietro
1037,"CHF1,390,000.–",Duplex,5.5,,198 m2,3,,,6839 Sagno
1038,"CHF495,000.–",Apartment,3.5,3,,,1980,2016,"via Canva 3, 6942 Savosa"
1039,"CHF1,368,000.–",Attic flat,4.5,,,,,,"via Tesserete 69, 6942 Savosa"
1040,"CHF255,000.–",Apartment,3.5,,88 m2,1,,2013,1907 Saxon
1041,"CHF525,000.–",Apartment,3.5,2,91 m2,1,2009,,1907 Saxon
1042,"CHF555,000.–",Apartment,4.5,2,100 m2,,2008,2021,1907 Saxon
1043,"CHF675,000.–",Roof flat,4.5,3,110 m2,,1985,,"Caglia Liunga Casa Sut Crest, 7151 Schluein"
1044,"CHF690,000.–",Roof flat,6.5,2,170 m2,3,1983,2008,"Weitenaustrasse 3, 9215 Schönenberg an der Thur"
1045,"CHF1,100,000.–",Attic flat,3.5,4,94 m2,4,2023,,8862 Schübelbach
1046,"CHF1,250,000.–",Attic flat,3.5,4,112 m2,4,2023,,8862 Schübelbach
1047,"CHF150,000.–",Apartment,1.5,,40 m2,,2004,,6514 Sementina
1048,"CHF615,000.–",Apartment,4.5,,130 m2,,2004,,6514 Sementina
1049,"CHF725,000.–",Apartment,4.5,,130 m2,,2004,,6514 Sementina
1050,"CHF204,000.–",Apartment,1.5,2,37 m2,,,,"Avenue des Alpes 15, 3960 Sierre"
1051,"CHF210,000.–",Apartment,1.5,3,37 m2,,,,"Avenue des Alpes 15, 3960 Sierre"
1052,"CHF340,000.–",Apartment,4.5,,100 m2,,1969,,3960 Sierre
1053,"CHF350,000.–",Apartment,4.5,,88 m2,,1975,2015,3960 Sierre
1054,"CHF370,000.–",Apartment,4.5,3,115 m2,,1963,1998,3960 Sierre
1055,"CHF525,000.–",Apartment,4.5,2,92 m2,,1970,,3960 Sierre
1056,"CHF1,260,000.–",Terrace flat,4.5,,200 m2,,2018,,3960 Sierre
1057,"CHF318,000.–",Apartment,1,2,49 m2,,2013,,1950 Sion
1058,"CHF356,000.–",Apartment,2.5,1,60 m2,,2022,,1950 Sion
