,price,type,room_num,floor,area_m2,floors_num,year_built,last_refurbishment,city,zip,lat,lon,canton,population
576,620000,Apartment,3.5,GF,100.0,1.0,,,Claro,6702,46.2659,9.0372,Ticino,
577,700000,Apartment,4.5,GF,125.0,1.0,,,Claro,6702,46.2659,9.0372,Ticino,
578,1740000,Apartment,3.5,3,134.0,1.0,,,Collina d'Oro,6926,45.9794,8.9143,Ticino,
579,1990000,Apartment,3.5,5,137.0,1.0,,,Collina d'Oro,6926,45.9794,8.9143,Ticino,
580,480000,Apartment,3.5,1,88.0,1.0,,,Collombey,1868,46.2722,6.9428,Canton du Valais,
581,620000,Apartment,3.5,GF,100.0,1.0,,,Claro,6702,46.2659,9.0372,Ticino,
582,700000,Apartment,4.5,GF,125.0,1.0,,,Claro,6702,46.2659,9.0372,Ticino,
583,1740000,Apartment,3.5,3,134.0,1.0,,,Collina d'Oro,6926,45.9794,8.9143,Ticino,
584,1990000,Apartment,3.5,5,137.0,1.0,,,Collina d'Oro,6926,45.9794,8.9143,Ticino,
585,480000,Apartment,3.5,1,88.0,1.0,,,Collombey,1868,46.2722,6.9428,Canton du Valais,
586,485000,Apartment,4.5,3,104.0,1.0,1986.0,2022.0,Collombey,1868,46.2722,6.9428,Canton du Valais,
587,495000,Apartment,3.5,GF,93.0,1.0,,,Collombey,1868,46.2722,6.9428,Canton du Valais,
588,510000,Apartment,3.5,1,93.0,1.0,,,Collombey,1868,46.2722,6.9428,Canton du Valais,
589,2150000,Apartment,5.0,GF,188.0,1.0,,,Collonge-Bellerive,1245,46.2587,6.1965,Genève,
590,1050000,Apartment,4.5,1,160.0,1.0,2002.0,2002.0,Comano,6949,46.04,8.9567,Ticino,2035.0
591,1050000,Apartment,4.5,GF,160.0,1.0,,,Comano,6949,46.04,8.9567,Ticino,2035.0
592,1060000,Attic flat,4.5,GF,150.0,1.0,2012.0,2012.0,Comano,6949,46.04,8.9567,Ticino,2035.0
593,1391280,Apartment,4.5,1,164.0,1.0,2021.0,2021.0,Comano,6949,46.04,8.9567,Ticino,2035.0
594,170000,Studio,1.0,1,30.0,1.0,1985.0,2020.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
595,186800,Studio,1.5,1,31.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
596,299000,Apartment,3.5,4,93.0,1.0,1969.0,2015.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
597,365000,Apartment,2.5,GF,62.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
598,384000,Apartment,2.5,GF,68.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
599,386000,Apartment,2.5,GF,74.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
600,386400,Apartment,2.5,2,53.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
601,454000,Apartment,3.5,1,85.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
602,463000,Apartment,3.5,2,85.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
603,463000,Apartment,3.5,2,87.0,4.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
604,463000,Apartment,3.5,2,85.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
605,463000,Apartment,3.5,3,85.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
606,483000,Attic flat,3.5,4,85.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
607,500000,Apartment,3.5,GF,94.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
608,500000,Apartment,3.5,GF,83.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
609,545000,Apartment,3.5,GF,86.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
610,550000,Apartment,4.5,GF,139.0,1.0,1984.0,2000.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
611,565000,Apartment,4.5,1,116.0,1.0,2006.0,2006.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
612,584100,Apartment,3.5,3,79.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
613,620000,Apartment,3.5,GF,87.0,5.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
614,650000,Apartment,4.5,GF,109.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
615,786500,Loft,1.0,4,99.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
616,1060000,Attic flat,4.5,GF,162.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
617,1270000,Attic flat,4.5,3,230.0,1.0,2022.0,2022.0,Conthey,1964,46.2214,7.303,Canton du Valais,8691.0
618,350000,Apartment,2.5,3,50.0,3.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
619,590000,Apartment,2.5,3,53.0,1.0,1971.0,1971.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
620,750000,Apartment,2.5,2,58.0,1.0,2022.0,2022.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
621,950000,Apartment,2.5,GF,78.0,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
622,987000,Apartment,,GF,,5.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
623,1020000,Apartment,2.5,GF,94.0,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
624,1090000,Apartment,3.5,GF,80.0,1.0,1950.0,1950.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
625,1150000,Apartment,4.5,2,99.0,1.0,2006.0,2006.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
626,950000,Apartment,2.5,GF,78.0,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
627,987000,Apartment,,GF,,5.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
628,1020000,Apartment,2.5,GF,94.0,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
629,1090000,Apartment,3.5,GF,80.0,1.0,1950.0,1950.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
630,1150000,Apartment,4.5,2,99.0,1.0,2006.0,2006.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
631,1250000,Apartment,4.5,GF,123.0,1.0,2022.0,2022.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
632,1350000,Apartment,4.5,1,123.0,1.0,2022.0,2022.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
633,1365000,Apartment,4.5,2,133.0,1.0,2022.0,2022.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
634,1590000,Apartment,4.5,GF,138.0,1.0,1976.0,1976.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
635,1600000,Apartment,4.5,3,129.0,3.0,1994.0,1994.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
636,1740000,Apartment,4.5,GF,153.0,1.0,2022.0,2022.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
637,1850000,Apartment,4.5,1,135.0,1.0,1995.0,1995.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
638,1900000,Apartment,4.5,4,150.0,2.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
639,2700000,Apartment,4.5,3,140.0,1.0,1995.0,1995.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
640,2830500,Apartment,,GF,,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
641,3950000,Apartment,6.5,4,225.0,1.0,,,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
642,5750000,Apartment,6.5,GF,440.0,1.0,1995.0,1995.0,Crans-Montana,3963,46.3282,7.49826,Canton du Valais,
643,770000,Attic flat,4.5,3,144.0,1.0,2007.0,2019.0,Cressier NE,2088,47.0491,7.0367,Neuchâtel,
644,645000,Apartment,3.5,1,116.0,1.0,2021.0,2021.0,Cugnasco,6516,46.1955,8.9135,Ticino,
645,645000,Apartment,3.5,1,108.0,1.0,2023.0,2023.0,Cugnasco,6516,46.1955,8.9135,Ticino,
646,655000,Apartment,3.5,GF,116.0,1.0,2021.0,2021.0,Cugnasco,6516,46.1955,8.9135,Ticino,
647,880000,Duplex,4.5,GF,156.0,1.0,2023.0,2023.0,Cugnasco,6516,46.1955,8.9135,Ticino,
648,1070000,Apartment,,GF,,1.0,,,Cugnasco,6516,46.1955,8.9135,Ticino,
649,690000,Apartment,,GF,100.0,1.0,1993.0,1993.0,Dänikon ZH,8114,47.4447,8.4058,Kanton Zürich,
650,490000,Duplex,3.0,2,71.0,1.0,1996.0,1996.0,Ehrendingen,5420,47.4943,8.3468,Kanton Aargau,4823.0
651,546000,Apartment,3.5,3,90.0,4.0,1989.0,1989.0,Ehrendingen,5420,47.4943,8.3468,Kanton Aargau,4823.0
652,370000,Apartment,2.5,1,80.0,1.0,2022.0,2022.0,Eischoll,3943,46.2828,7.7611,Canton du Valais,
653,590000,Apartment,4.5,1,135.0,1.0,2022.0,2022.0,Eischoll,3943,46.2828,7.7611,Canton du Valais,
654,650000,Apartment,5.5,GF,159.0,1.0,2022.0,2022.0,Eischoll,3943,46.2828,7.7611,Canton du Valais,
655,860000,Duplex,3.5,GF,119.0,1.0,2003.0,2003.0,Embrach,8424,47.509,8.5957,Kanton Zürich,9419.0
656,750000,Apartment,9.0,GF,160.0,3.0,,,Erde,1976,46.275,7.2759,Canton du Valais,
657,1090000,Roof flat,4.0,2,112.0,1.0,1984.0,1984.0,Esslingen ZH,8133,47.2906,8.7137,Kanton Zürich,
658,620000,Apartment,3.5,1,97.0,1.0,2013.0,2013.0,Fahrwangen,5615,47.2863,8.2392,Kanton Aargau,2136.0
659,1200000,Duplex,5.5,GF,170.0,1.0,2016.0,2016.0,Fahrwangen,5615,47.2863,8.2392,Kanton Aargau,2136.0
660,1850000,Duplex,5.5,GF,250.0,2.0,2019.0,2019.0,Figino,6918,45.9557,8.9077,Ticino,
661,445000,Duplex,5.5,GF,120.0,2.0,1825.0,2011.0,Finhaut,1925,46.0594,6.94355,Canton du Valais,
662,1095000,Apartment,5.5,GF,158.0,1.0,2017.0,2017.0,Fontaines NE,2046,47.0427,6.9018,Neuchâtel,
663,470000,Apartment,2.0,GF,56.0,1.0,2022.0,2022.0,Fruthwilen,8269,47.654,9.0647,Kanton Thurgau,
664,780000,Apartment,4.5,2,115.0,1.0,2022.0,2022.0,Fruthwilen,8269,47.654,9.0647,Kanton Thurgau,
665,380000,Apartment,4.5,GF,90.0,1.0,1988.0,1988.0,Frümsen,9467,47.2505,9.4685,Kanton St. Gallen,
666,149000,Apartment,2.5,GF,45.0,1.0,1960.0,2010.0,Fully,1926,46.1575,7.1119,Canton du Valais,8759.0
667,1740000,Apartment,4.5,1,143.0,1.0,,,Gentilino,6925,45.9917,8.9261,Ticino,
668,3090000,Attic flat,5.5,2,276.0,1.0,2024.0,2024.0,Gentilino,6925,45.9917,8.9261,Ticino,
669,1980000,Apartment,5.0,5,146.0,1.0,,,Genève,1203,46.2079,6.1221,Genève,
670,2080000,Attic flat,4.0,7,115.0,1.0,,,Genève,1203,46.2079,6.1221,Genève,
671,2690000,Duplex,6.5,1,246.0,3.0,2012.0,2012.0,Genève,1203,46.2079,6.1221,Genève,
672,149000,Apartment,2.5,GF,45.0,1.0,1960.0,2010.0,Fully,1926,46.1575,7.1119,Canton du Valais,8759.0
673,1740000,Apartment,4.5,1,143.0,1.0,,,Gentilino,6925,45.9917,8.9261,Ticino,
674,3090000,Attic flat,5.5,2,276.0,1.0,2024.0,2024.0,Gentilino,6925,45.9917,8.9261,Ticino,
675,1980000,Apartment,5.0,5,146.0,1.0,,,Genève,1203,46.2079,6.1221,Genève,
676,2080000,Attic flat,4.0,7,115.0,1.0,,,Genève,1203,46.2079,6.1221,Genève,
677,2690000,Duplex,6.5,1,246.0,3.0,2012.0,2012.0,Genève,1203,46.2079,6.1221,Genève,
678,6480000,Apartment,6.0,1,273.0,1.0,,2018.0,Genève,1204,46.2027,6.1457,Genève,
679,1350000,Apartment,4.0,2,81.0,1.0,1970.0,2021.0,Genève,1207,46.2066,6.1624,Genève,
680,580000,Roof flat,4.5,3,110.0,1.0,1988.0,1988.0,Gerolfingen,2575,47.0621,7.194333333333333,Canton de Berne,
681,580000,Roof flat,3.5,3,110.0,1.0,1988.0,1988.0,Gerolfingen,2575,47.0621,7.194333333333333,Canton de Berne,
682,760000,Apartment,4.5,GF,,1.0,,,Giubiasco,6512,46.1733,9.0046,Ticino,
683,420000,Apartment,5.5,GF,,1.0,,,Giubiasco,6582,46.1611,9.0487,Ticino,
684,430000,Apartment,3.5,GF,105.0,3.0,,,Giubiasco,6583,46.1683,9.0699,Ticino,
685,595000,Apartment,3.5,2,89.0,1.0,2022.0,2022.0,Gommiswald,8737,47.2315,9.0203,Kanton St. Gallen,5164.0
686,770000,Apartment,5.5,1,127.0,1.0,2022.0,2022.0,Gommiswald,8737,47.2315,9.0203,Kanton St. Gallen,5164.0
687,780000,Apartment,5.5,2,127.0,1.0,2022.0,2022.0,Gommiswald,8737,47.2315,9.0203,Kanton St. Gallen,5164.0
688,1380000,Apartment,4.5,5,130.0,1.0,2008.0,2008.0,Gordola,6596,46.175,8.8649,Ticino,4697.0
689,570000,Apartment,4.5,GF,110.0,1.0,1960.0,1980.0,Gorduno,6518,46.2253,8.9954,Ticino,
690,915000,Apartment,5.5,1,130.0,1.0,2016.0,2016.0,Granges-Paccot,1763,46.8236,7.1483,Canton de Fribourg,
691,713300,Apartment,3.5,GF,130.0,1.0,2022.0,2022.0,Granois,1965,46.2571,7.344509090909091,Canton du Valais,
692,1258000,Apartment,3.5,GF,103.0,1.0,2022.0,2022.0,Grimentz,3961,46.1787,7.5976375,Canton du Valais,
693,1284000,Apartment,4.5,GF,122.0,1.0,2022.0,2022.0,Grimentz,3961,46.1787,7.5976375,Canton du Valais,
694,1284000,Apartment,4.5,GF,122.0,1.0,2022.0,2022.0,Grimentz,3961,46.1787,7.5976375,Canton du Valais,
695,1395000,Apartment,4.5,GF,145.0,1.0,2009.0,2009.0,Grimentz,3961,46.1787,7.5976375,Canton du Valais,
696,1419000,Apartment,4.5,GF,134.0,1.0,2022.0,2022.0,Grimentz,3961,46.1787,7.5976375,Canton du Valais,
697,1419000,Apartment,4.5,GF,134.0,1.0,2022.0,2022.0,Grimentz,3961,46.1787,7.5976375,Canton du Valais,
698,1928000,Duplex,5.5,GF,184.0,1.0,2022.0,2022.0,Grimentz,3961,46.1787,7.5976375,Canton du Valais,
699,2053000,Duplex,5.5,GF,193.0,1.0,2023.0,2023.0,Grimentz,3961,46.1787,7.5976375,Canton du Valais,
700,435000,Apartment,3.5,1,61.0,1.0,1981.0,1981.0,Gryon,1882,46.2868,7.1252,Canton de Vaud,1364.0
701,268000,Studio,1.5,GF,40.0,1.0,1969.0,2018.0,Haute-Nendaz,1997,46.1661,7.308366666666667,Canton du Valais,
702,1890000,Duplex,6.5,GF,155.0,1.0,1988.0,1988.0,Hünenberg,6331,47.193,8.4169,Kanton Zug,8807.0
703,340000,Apartment,2.5,1,55.0,1.0,2019.0,2019.0,Iseo,6993,46.0053,8.8786,Ticino,
704,135000,Attic,3.0,GF,65.0,1.0,1920.0,1988.0,Isérables,1914,46.1468,7.25505,Canton du Valais,
705,735000,Apartment,4.5,2,127.0,1.0,2015.0,2015.0,Kappel SO,4616,47.321,7.8573,Kanton Solothurn,
706,610000,Apartment,2.5,1,54.0,1.0,,2022.0,Kloten,8302,47.458,8.5849,Kanton Zürich,19362.0
707,1180000,Duplex,3.5,2,120.0,1.0,,2022.0,Kloten,8302,47.458,8.5849,Kanton Zürich,19362.0
708,720000,Apartment,5.5,GF,133.0,1.0,2012.0,2012.0,La Chaux-de-Fonds,2300,47.119,6.85585,Neuchâtel,38965.0
709,990000,Attic flat,5.5,3,152.0,1.0,2017.0,2017.0,La Chaux-de-Fonds,2300,47.119,6.85585,Neuchâtel,38965.0
710,1390000,Apartment,3.5,GF,116.0,1.0,,,La Croix (Lutry),1090,46.5215,6.7054,Canton de Vaud,
711,640000,Apartment,4.5,GF,117.0,1.0,2021.0,2021.0,La Roche FR,1634,46.6925,7.1606,Canton de Fribourg,
712,1370000,Apartment,3.5,3,144.0,1.0,2003.0,2003.0,La Tour-de-Peilz,1814,46.4405,6.859,Canton de Vaud,11829.0
713,760000,Apartment,4.5,1,122.0,1.0,2016.0,2016.0,La Tour-de-Trême,1635,46.5889,7.0354,Canton de Fribourg,
714,760000,Apartment,4.5,1,122.0,1.0,2016.0,2016.0,La Tour-de-Trême,1635,46.5889,7.0354,Canton de Fribourg,
715,650000,Duplex,4.5,1,125.0,1.0,1996.0,1996.0,Le Crêt-près-Semsales,1611,46.607,6.919,Canton de Fribourg,
716,850000,Duplex,6.5,GF,169.0,1.0,1996.0,1996.0,Le Crêt-près-Semsales,1611,46.607,6.919,Canton de Fribourg,
717,1390000,Apartment,3.5,GF,116.0,1.0,,,La Croix (Lutry),1090,46.5215,6.7054,Canton de Vaud,
718,640000,Apartment,4.5,GF,117.0,1.0,2021.0,2021.0,La Roche FR,1634,46.6925,7.1606,Canton de Fribourg,
719,1370000,Apartment,3.5,3,144.0,1.0,2003.0,2003.0,La Tour-de-Peilz,1814,46.4405,6.859,Canton de Vaud,11829.0
720,760000,Apartment,4.5,1,122.0,1.0,2016.0,2016.0,La Tour-de-Trême,1635,46.5889,7.0354,Canton de Fribourg,
721,760000,Apartment,4.5,1,122.0,1.0,2016.0,2016.0,La Tour-de-Trême,1635,46.5889,7.0354,Canton de Fribourg,
722,650000,Duplex,4.5,1,125.0,1.0,1996.0,1996.0,Le Crêt-près-Semsales,1611,46.607,6.919,Canton de Fribourg,
723,850000,Duplex,6.5,GF,169.0,1.0,1996.0,1996.0,Le Crêt-près-Semsales,1611,46.607,6.919,Canton de Fribourg,
724,260000,Apartment,3.0,3,71.0,1.0,1958.0,2017.0,Le Locle,2400,47.0548,6.738433333333333,Neuchâtel,10433.0
725,410000,Apartment,3.5,GF,100.0,1.0,1994.0,2007.0,Les Agettes,1992,46.2131,7.3717,Canton du Valais,
726,1520000,Apartment,4.5,GF,115.0,1.0,,,Liestal,4410,47.4853,7.7255,Kanton Basel-Landschaft,14390.0
727,600,Apartment,1.5,GF,40.0,1.0,,,Locarno,6600,46.1729,8.795375,Ticino,16012.0
728,600,Apartment,1.5,GF,40.0,1.0,,,Locarno,6600,46.1729,8.795375,Ticino,16012.0
729,125000,Apartment,1.0,GF,250.0,1.0,,,Locarno,6600,46.1729,8.795375,Ticino,16012.0
730,399000,Apartment,2.5,4,62.0,1.0,2003.0,2003.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
731,500000,Terrace flat,2.5,GF,50.0,1.0,1978.0,1978.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
732,530000,Apartment,2.5,GF,72.0,1.0,2008.0,2008.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
733,550000,Apartment,4.5,2,115.0,5.0,,,Locarno,6600,46.1729,8.795375,Ticino,16012.0
734,670000,Apartment,3.5,GF,70.0,1.0,1968.0,1968.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
735,680000,Apartment,3.5,1,104.0,3.0,2019.0,2019.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
736,700000,Apartment,3.5,GF,91.0,1.0,2022.0,2022.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
737,740000,Apartment,3.5,5,93.0,1.0,2018.0,2018.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
738,785000,Apartment,4.5,4,95.0,7.0,2007.0,2007.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
739,790000,Apartment,3.5,GF,100.0,5.0,2005.0,2005.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
740,850000,Apartment,4.5,3,135.0,1.0,2004.0,2004.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
741,850000,Apartment,3.5,4,106.0,1.0,,,Locarno,6600,46.1729,8.795375,Ticino,16012.0
742,880000,Apartment,3.5,7,107.0,1.0,2012.0,2012.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
743,990000,Apartment,5.5,6,,1.0,,,Locarno,6600,46.1729,8.795375,Ticino,16012.0
744,1440000,Apartment,4.5,6,175.0,1.0,2022.0,2022.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
745,1950000,Terrace flat,2.5,GF,111.0,1.0,1978.0,1978.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
746,2450000,Terrace flat,4.5,GF,160.0,1.0,1978.0,1978.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
747,2500000,Apartment,5.5,1,228.0,4.0,,2022.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
748,2600000,Apartment,5.5,2,228.0,4.0,,2022.0,Locarno,6600,46.1729,8.795375,Ticino,16012.0
749,1280000,Apartment,3.5,GF,,1.0,2022.0,2022.0,Locarno,6605,46.1847,8.7788,Ticino,16012.0
750,1300000,Apartment,3.5,GF,106.0,1.0,2016.0,2016.0,Locarno,6605,46.1847,8.7788,Ticino,16012.0
751,1300000,Apartment,3.5,GF,100.0,1.0,,,Locarno,6605,46.1847,8.7788,Ticino,16012.0
752,1580000,Apartment,4.5,GF,,1.0,2022.0,2022.0,Locarno,6605,46.1847,8.7788,Ticino,16012.0
753,1690000,Apartment,4.5,GF,160.0,1.0,1976.0,2004.0,Locarno,6605,46.1847,8.7788,Ticino,16012.0
754,2120000,Terrace flat,4.5,3,253.0,1.0,2019.0,2019.0,Locarno,6648,46.1733,8.8244,Ticino,16012.0
755,1300000,Apartment,3.5,GF,100.0,1.0,2014.0,2014.0,Locarno-Monti,6605,46.1847,8.7788,Ticino,
756,530000,Apartment,4.5,2,120.0,3.0,1980.0,2014.0,Losone,6616,46.1692,8.742,Ticino,6701.0
757,675000,Apartment,5.5,1,148.0,3.0,,,Losone,6616,46.1692,8.742,Ticino,6701.0
758,850000,Apartment,2.5,GF,87.0,1.0,2017.0,2017.0,Lufingen,8426,47.4834,8.5934,Kanton Zürich,2373.0
759,1300000,Apartment,3.5,GF,100.0,1.0,2014.0,2014.0,Locarno-Monti,6605,46.1847,8.7788,Ticino,
760,530000,Apartment,4.5,2,120.0,3.0,1980.0,2014.0,Losone,6616,46.1692,8.742,Ticino,6701.0
761,675000,Apartment,5.5,1,148.0,3.0,,,Losone,6616,46.1692,8.742,Ticino,6701.0
762,850000,Apartment,2.5,GF,87.0,1.0,2017.0,2017.0,Lufingen,8426,47.4834,8.5934,Kanton Zürich,2373.0
763,495000,Apartment,3.5,3,86.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
764,500000,Apartment,4.5,2,110.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
765,563000,Apartment,2.5,4,68.0,6.0,2020.0,2020.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
766,569000,Apartment,3.0,4,68.0,6.0,2020.0,2020.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
767,582000,Apartment,3.0,5,68.0,6.0,2020.0,2020.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
768,620000,Apartment,4.5,1,126.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
769,660000,Apartment,3.5,2,,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
770,690000,Apartment,4.5,5,100.0,1.0,,2015.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
771,695000,Apartment,2.5,4,,6.0,2017.0,2017.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
772,745000,Apartment,3.5,3,,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
773,775000,Duplex,4.5,GF,80.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
774,780000,Apartment,3.5,3,108.0,3.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
775,820000,Apartment,4.5,4,112.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
776,850000,Apartment,3.5,4,,6.0,2017.0,2017.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
777,890000,Apartment,4.5,2,120.0,4.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
778,890000,Apartment,4.5,2,128.0,1.0,1994.0,2014.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
779,910000,Apartment,2.5,6,,6.0,2018.0,2018.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
780,920000,Apartment,3.5,GF,115.0,1.0,1990.0,1990.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
781,920000,Apartment,3.5,3,98.0,1.0,1970.0,1970.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
782,980000,Apartment,4.5,1,139.0,1.0,2018.0,2018.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
783,980000,Apartment,4.5,GF,153.0,4.0,2019.0,2019.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
784,1040000,Apartment,3.5,2,125.0,1.0,,1980.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
785,1050000,Apartment,,GF,135.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
786,1200000,Apartment,4.5,3,130.0,1.0,1980.0,1980.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
787,1200000,Apartment,3.5,GF,92.0,1.0,2015.0,2015.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
788,1218000,Apartment,3.5,4,101.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
789,1290000,Apartment,4.5,2,164.0,7.0,2014.0,2014.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
790,1435000,Apartment,4.5,2,126.0,1.0,2007.0,2007.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
791,1530000,Apartment,4.5,1,135.0,1.0,1990.0,1990.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
792,1560000,Apartment,6.5,GF,208.0,1.0,1970.0,1970.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
793,1590000,Apartment,3.5,1,100.0,1.0,2000.0,2000.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
794,1700000,Duplex,6.5,2,244.0,3.0,1992.0,1992.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
795,1710000,Apartment,3.5,2,150.0,1.0,2001.0,2001.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
796,1800000,Apartment,4.5,8,176.0,9.0,1975.0,1975.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
797,2150000,Attic flat,5.5,3,163.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
798,2300000,Duplex,4.5,GF,160.0,1.0,2005.0,2005.0,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
799,2318250,Apartment,4.5,6,210.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
800,2380000,Attic flat,5.5,5,190.0,1.0,,,Lugano,6900,46.0126,8.951066666666668,Ticino,63185.0
